lsoa_code,ward_code
E01011519,E05011406
E01011520,E05011406
E01011521,E05011406
E01011522,E05011406
E01011523,E05011406
E01011524,E05011406
E01011525,E05011406
E01011526,E05011406
E01011527,E05011406
E01011528,E05011406
E01011529,E05011406
E01011530,E05011407
E01011531,E05011406
E01011532,E05011406
E01011533,E05011406
E01011534,E05011407
E01011535,E05011384
E01011536,E05011384
E01011537,E05011384
E01011538,E05011384
E01011540,E05011407
E01011541,E05011407
E01011545,E05011407
E01011546,E05011407
E01011547,E05011407
E01011548,E05011407
E01011549,E05011384
E01011550,E05011407
E01011551,E05011384
E01011552,E05011384
E01011553,E05011384
E01011554,E05012842
E01011555,E05012842
E01011556,E05012842
E01011557,E05012842
E01011558,E05012842
E01011559,E05012842
E01011560,E05012842
E01011561,E05011396
E01011562,E05012842
E01011563,E05012842
E01011564,E05012842
E01011565,E05012842
E01011566,E05012842
E01011567,E05012842
E01011568,E05012842
E01011569,E05011549
E01011570,E05012841
E01011571,E05011549
E01011572,E05011549
E01011573,E05011549
E01011574,E05011549
E01011576,E05012841
E01011578,E05011549
E01011579,E05011395
E01011580,E05011395
E01011581,E05011549
E01011582,E05011549
E01011583,E05011549
E01011584,E05011549
E01011585,E05011389
E01011586,E05011389
E01011587,E05011409
E01011588,E05011389
E01011589,E05011389
E01011590,E05011389
E01011591,E05011389
E01011592,E05011389
E01011593,E05011389
E01011594,E05011389
E01011595,E05011389
E01011596,E05011387
E01011597,E05011389
E01011598,E05011389
E01011599,E05011389
E01011600,E05011409
E01011601,E05011409
E01011602,E05011409
E01011603,E05011409
E01011604,E05011409
E01011605,E05011409
E01011606,E05011409
E01011607,E05011409
E01011608,E05011409
E01011609,E05011409
E01011610,E05011409
E01011611,E05011409
E01011612,E05011409
E01011613,E05011409
E01011614,E05011409
E01011615,E05011388
E01011616,E05013831
E01011617,E05011388
E01011618,E05011388
E01011620,E05013831
E01011621,E05011388
E01011622,E05013831
E01011623,E05011388
E01011624,E05011388
E01011625,E05011388
E01011626,E05011388
E01011627,E05011410
E01011628,E05011410
E01011629,E05011410
E01011630,E05011410
E01011632,E05011410
E01011633,E05011410
E01011634,E05011410
E01011635,E05011410
E01011636,E05011410
E01011637,E05011410
E01011638,E05011410
E01011639,E05011410
E01011641,E05011411
E01011642,E05011411
E01011643,E05011411
E01011644,E05011411
E01011645,E05011411
E01011646,E05011411
E01011647,E05011411
E01011648,E05011411
E01011649,E05011396
E01011650,E05011411
E01011651,E05012842
E01011652,E05011411
E01011653,E05011411
E01011654,E05011411
E01011655,E05011411
E01011656,E05011400
E01011657,E05011400
E01011658,E05011400
E01011659,E05011400
E01011660,E05011400
E01011661,E05011400
E01011662,E05011400
E01011663,E05011400
E01011664,E05011400
E01011665,E05011400
E01011666,E05011400
E01011667,E05011400
E01011668,E05011397
E01011669,E05011397
E01011670,E05011403
E01011671,E05011390
E01011673,E05011394
E01011677,E05011388
E01011678,E05011403
E01011681,E05011403
E01011684,E05011413
E01011685,E05011413
E01011686,E05011402
E01011687,E05011413
E01011688,E05011405
E01011689,E05011405
E01011690,E05011413
E01011691,E05011413
E01011692,E05011413
E01011693,E05011413
E01011694,E05011413
E01011695,E05011413
E01011696,E05011396
E01011697,E05011414
E01011698,E05011414
E01011699,E05011414
E01011700,E05011414
E01011701,E05011414
E01011702,E05011396
E01011703,E05011414
E01011704,E05011414
E01011705,E05011414
E01011706,E05011396
E01011707,E05011414
E01011708,E05011396
E01011709,E05011414
E01011710,E05011414
E01011711,E05011414
E01011712,E05011414
E01011713,E05011396
E01011714,E05011391
E01011715,E05011396
E01011716,E05011391
E01011717,E05011391
E01011718,E05011391
E01011719,E05011396
E01011720,E05011391
E01011721,E05011391
E01011722,E05011391
E01011723,E05011391
E01011724,E05011391
E01011725,E05012648
E01011726,E05012648
E01011727,E05012648
E01011728,E05012648
E01011729,E05012648
E01011730,E05012648
E01011731,E05012648
E01011732,E05012648
E01011733,E05012648
E01011734,E05012648
E01011735,E05012648
E01011736,E05012648
E01011737,E05012648
E01011738,E05012648
E01011739,E05012648
E01011740,E05001445
E01011741,E05001445
E01011742,E05001445
E01011743,E05001445
E01011744,E05001445
E01011745,E05001445
E01011746,E05001445
E01011747,E05001445
E01011748,E05001447
E01011750,E05001445
E01011751,E05001447
E01011752,E05001447
E01011753,E05001447
E01011754,E05001445
E01011755,E05001447
E01011756,E05001447
E01011757,E05001446
E01011758,E05001446
E01011759,E05001446
E01011761,E05001446
E01011762,E05001447
E01011763,E05001446
E01011764,E05001446
E01011765,E05001448
E01011766,E05001448
E01011767,E05001444
E01011768,E05001444
E01011770,E05001444
E01011771,E05001448
E01011772,E05001448
E01011773,E05001448
E01011774,E05001448
E01011776,E05001449
E01011777,E05001449
E01011778,E05001449
E01011779,E05001449
E01011780,E05001449
E01011781,E05001449
E01011782,E05001449
E01011783,E05001449
E01011784,E05001450
E01011785,E05001450
E01011786,E05001448
E01011787,E05001450
E01011788,E05001450
E01011789,E05001450
E01011790,E05001450
E01011791,E05001450
E01011792,E05001450
E01011793,E05001451
E01011794,E05001451
E01011795,E05001451
E01011796,E05001451
E01011797,E05001451
E01011798,E05001451
E01011799,E05001451
E01011800,E05001451
E01011801,E05001451
E01011802,E05001451
E01011803,E05001452
E01011804,E05001452
E01011805,E05001452
E01011806,E05001452
E01011807,E05001452
E01011808,E05001452
E01011809,E05001452
E01011810,E05001452
E01011811,E05001452
E01011812,E05001453
E01011813,E05001453
E01011814,E05001453
E01011815,E05001453
E01011816,E05001453
E01011817,E05001449
E01011818,E05001449
E01011819,E05001453
E01011820,E05001453
E01011821,E05001453
E01011822,E05001453
E01011823,E05001454
E01011824,E05001454
E01011825,E05001454
E01011826,E05001454
E01011827,E05001454
E01011828,E05001454
E01011829,E05001454
E01011830,E05001454
E01011831,E05001454
E01011832,E05001454
E01011833,E05001454
E01011834,E05001455
E01011835,E05001455
E01011836,E05001455
E01011837,E05001455
E01011838,E05001455
E01011839,E05001455
E01011840,E05001456
E01011841,E05001455
E01011842,E05001455
E01011843,E05001455
E01011844,E05001455
E01011845,E05001456
E01011846,E05001456
E01011847,E05001456
E01011848,E05001456
E01011849,E05001456
E01011850,E05001456
E01011851,E05001456
E01011852,E05001456
E01011853,E05001456
E01011854,E05001444
E01011855,E05001444
E01011856,E05001444
E01011857,E05001444
E01011858,E05001444
E01011859,E05001444
E01011860,E05001457
E01011861,E05001457
E01011862,E05001457
E01011863,E05001457
E01011864,E05001457
E01011865,E05001450
E01011866,E05001457
E01011867,E05001450
E01011868,E05001457
E01011869,E05001457
E01011870,E05001457
E01011871,E05001457
E01011872,E05001457
E01011873,E05001458
E01011874,E05001446
E01011875,E05001458
E01011876,E05001458
E01011877,E05001458
E01011878,E05001458
E01011879,E05001446
E01011880,E05001458
E01011881,E05001458
E01011882,E05001446
E01011883,E05001446
E01011884,E05001458
E01011885,E05001464
E01011886,E05001464
E01011887,E05001464
E01011888,E05001464
E01011889,E05001464
E01011890,E05001464
E01011891,E05001464
E01011892,E05001464
E01011893,E05001464
E01011894,E05001458
E01011895,E05001458
E01011896,E05001464
E01011897,E05001464
E01011898,E05001463
E01011899,E05001463
E01011900,E05001463
E01011901,E05001463
E01011902,E05001463
E01011903,E05001463
E01011904,E05001463
E01011905,E05001463
E01011906,E05001462
E01011907,E05001463
E01011908,E05001459
E01011909,E05001459
E01011910,E05001459
E01011911,E05001459
E01011912,E05001459
E01011913,E05001459
E01011914,E05001459
E01011915,E05001459
E01011917,E05001462
E01011918,E05001463
E01011919,E05001460
E01011920,E05001460
E01011921,E05001460
E01011922,E05001463
E01011923,E05001460
E01011924,E05001460
E01011925,E05001460
E01011926,E05001460
E01011927,E05001460
E01011928,E05001461
E01011929,E05001461
E01011930,E05001461
E01011931,E05001461
E01011932,E05001461
E01011933,E05001461
E01011934,E05001461
E01011935,E05001461
E01011936,E05001461
E01011937,E05001461
E01011938,E05001461
E01011939,E05001462
E01011940,E05001462
E01011941,E05001448
E01011942,E05001448
E01011943,E05001462
E01011944,E05001448
E01011945,E05001462
E01011946,E05001448
E01011947,E05001462
E01011948,E05001462
E01011949,E05013044
E01011950,E05013041
E01011951,E05013038
E01011952,E05013039
E01011953,E05013039
E01011954,E05013039
E01011955,E05013043
E01011957,E05013049
E01011959,E05013046
E01011960,E05013040
E01011961,E05013045
E01011962,E05013044
E01011963,E05013040
E01011964,E05013038
E01011965,E05013038
E01011966,E05013049
E01011967,E05013038
E01011968,E05013040
E01011969,E05013039
E01011970,E05013042
E01011971,E05013042
E01011974,E05013043
E01011975,E05013049
E01011977,E05013044
E01011978,E05013044
E01011979,E05013044
E01011980,E05013044
E01011981,E05013044
E01011982,E05013046
E01011983,E05013046
E01011984,E05013041
E01011985,E05013041
E01011986,E05013041
E01011987,E05013041
E01011988,E05013045
E01011989,E05013040
E01011990,E05013040
E01011991,E05013043
E01011992,E05013039
E01011993,E05013043
E01011994,E05013043
E01011995,E05013047
E01011996,E05013047
E01011997,E05013045
E01011998,E05013047
E01011999,E05013038
E01012000,E05013038
E01012001,E05013038
E01012002,E05013048
E01012003,E05013046
E01012005,E05013048
E01012007,E05009853
E01012008,E05009853
E01012009,E05009853
E01012010,E05009853
E01012011,E05009854
E01012012,E05009854
E01012013,E05009866
E01012014,E05009866
E01012015,E05009870
E01012016,E05009870
E01012017,E05009870
E01012018,E05009863
E01012019,E05009863
E01012020,E05009863
E01012021,E05009863
E01012022,E05009872
E01012023,E05009860
E01012024,E05009872
E01012025,E05009872
E01012026,E05009863
E01012027,E05009863
E01012030,E05009858
E01012031,E05009858
E01012032,E05009858
E01012033,E05009858
E01012034,E05009858
E01012035,E05009858
E01012036,E05009866
E01012037,E05009866
E01012038,E05009866
E01012039,E05009866
E01012040,E05009866
E01012041,E05009866
E01012042,E05009859
E01012043,E05009859
E01012044,E05009859
E01012045,E05009859
E01012046,E05009860
E01012047,E05009854
E01012048,E05009860
E01012049,E05009861
E01012050,E05009861
E01012051,E05009861
E01012052,E05009861
E01012053,E05009862
E01012054,E05009862
E01012055,E05009869
E01012056,E05009869
E01012057,E05009862
E01012058,E05009867
E01012059,E05009867
E01012060,E05009856
E01012061,E05009856
E01012062,E05015468
E01012063,E05015468
E01012065,E05009865
E01012066,E05009865
E01012067,E05009865
E01012068,E05009857
E01012071,E05015469
E01012073,E05015469
E01012074,E05009855
E01012075,E05009855
E01012076,E05009855
E01012077,E05009855
E01012078,E05009869
E01012079,E05009869
E01012080,E05009869
E01012081,E05009869
E01012082,E05009870
E01012083,E05009855
E01012084,E05009855
E01012085,E05009870
E01012088,E05009856
E01012089,E05009856
E01012090,E05009856
E01012091,E05009856
E01012092,E05009857
E01012093,E05009857
E01012095,E05012438
E01012096,E05012438
E01012097,E05012438
E01012098,E05012438
E01012099,E05012438
E01012100,E05012439
E01012101,E05012439
E01012102,E05012439
E01012105,E05012449
E01012106,E05012440
E01012107,E05012456
E01012108,E05012441
E01012109,E05012441
E01012110,E05012441
E01012111,E05012441
E01012112,E05012441
E01012113,E05012442
E01012114,E05012442
E01012117,E05012443
E01012118,E05012443
E01012119,E05012443
E01012120,E05012443
E01012121,E05012443
E01012124,E05012444
E01012127,E05012445
E01012128,E05012445
E01012129,E05012445
E01012130,E05012445
E01012131,E05012445
E01012132,E05012446
E01012134,E05012447
E01012136,E05012447
E01012137,E05012447
E01012138,E05012448
E01012139,E05012448
E01012140,E05012448
E01012141,E05012448
E01012142,E05012449
E01012143,E05012449
E01012144,E05012439
E01012145,E05012450
E01012146,E05012450
E01012147,E05012450
E01012148,E05012450
E01012149,E05012450
E01012150,E05012451
E01012151,E05012451
E01012152,E05012451
E01012154,E05012452
E01012155,E05012452
E01012156,E05012452
E01012157,E05012452
E01012158,E05012453
E01012159,E05012453
E01012160,E05012453
E01012161,E05012453
E01012162,E05012454
E01012163,E05012454
E01012164,E05012455
E01012165,E05012455
E01012167,E05012456
E01012168,E05012457
E01012170,E05012456
E01012171,E05012457
E01012172,E05012457
E01012173,E05012457
E01012174,E05012457
E01012175,E05012442
E01012176,E05012458
E01012177,E05012458
E01012178,E05012458
E01012179,E05012458
E01012180,E05012459
E01012181,E05012446
E01012182,E05012437
E01012183,E05012437
E01012184,E05012460
E01012185,E05012460
E01012186,E05012460
E01012187,E05014863
E01012188,E05014863
E01012189,E05014866
E01012190,E05014866
E01012191,E05014866
E01012192,E05014875
E01012193,E05014875
E01012194,E05014877
E01012195,E05014875
E01012196,E05014858
E01012197,E05014858
E01012198,E05014861
E01012199,E05014864
E01012200,E05014865
E01012201,E05014865
E01012202,E05014864
E01012203,E05014865
E01012204,E05014863
E01012205,E05014863
E01012206,E05014863
E01012207,E05014866
E01012208,E05014866
E01012209,E05014869
E01012210,E05014876
E01012211,E05014876
E01012212,E05014876
E01012213,E05014876
E01012214,E05014859
E01012215,E05014859
E01012216,E05014859
E01012217,E05014878
E01012218,E05014878
E01012219,E05014867
E01012223,E05014869
E01012224,E05014869
E01012225,E05014869
E01012226,E05014869
E01012227,E05014871
E01012228,E05014871
E01012230,E05014871
E01012231,E05014871
E01012232,E05014871
E01012233,E05014880
E01012234,E05014871
E01012235,E05014880
E01012236,E05014870
E01012237,E05014871
E01012238,E05014883
E01012239,E05014872
E01012240,E05014881
E01012241,E05014881
E01012242,E05014859
E01012243,E05014860
E01012244,E05014859
E01012245,E05014859
E01012246,E05014860
E01012247,E05014879
E01012248,E05014868
E01012249,E05014879
E01012250,E05014868
E01012251,E05014873
E01012252,E05014873
E01012253,E05014867
E01012254,E05014873
E01012255,E05014862
E01012256,E05014862
E01012257,E05014862
E01012258,E05014877
E01012259,E05014877
E01012260,E05014875
E01012261,E05014875
E01012262,E05014882
E01012267,E05014882
E01012268,E05014882
E01012269,E05014865
E01012270,E05014864
E01012271,E05014879
E01012272,E05014879
E01012273,E05014879
E01012274,E05014879
E01012275,E05014858
E01012276,E05014858
E01012277,E05014858
E01012278,E05014861
E01012279,E05014861
E01012280,E05014861
E01012281,E05014861
E01012282,E05014881
E01012283,E05014881
E01012284,E05014881
E01012285,E05014883
E01012286,E05014872
E01012287,E05014872
E01012288,E05014872
E01012289,E05014872
E01012290,E05014883
E01012291,E05014883
E01012292,E05014883
E01012294,E05014874
E01012295,E05014874
E01012296,E05014860
E01012297,E05014862
E01012298,E05014884
E01012299,E05014884
E01012300,E05014884
E01012301,E05014884
E01012302,E05014884
E01012303,E05014884
E01012304,E05010430
E01012305,E05010412
E01012306,E05010412
E01012307,E05010430
E01012309,E05010413
E01012310,E05010414
E01012311,E05010413
E01012312,E05010414
E01012313,E05010414
E01012314,E05010414
E01012315,E05010415
E01012317,E05010416
E01012318,E05010416
E01012319,E05010416
E01012323,E05010417
E01012324,E05010417
E01012325,E05010418
E01012326,E05010418
E01012327,E05010428
E01012328,E05010431
E01012329,E05010431
E01012330,E05010417
E01012331,E05010431
E01012332,E05010418
E01012333,E05010418
E01012334,E05010419
E01012335,E05010419
E01012336,E05010420
E01012337,E05010420
E01012338,E05010421
E01012339,E05010421
E01012340,E05010412
E01012341,E05010412
E01012342,E05010430
E01012344,E05014295
E01012345,E05010429
E01012346,E05010429
E01012347,E05010422
E01012348,E05010422
E01012349,E05010423
E01012350,E05010423
E01012351,E05010423
E01012352,E05010423
E01012353,E05010424
E01012354,E05010424
E01012355,E05010427
E01012356,E05010426
E01012357,E05010425
E01012358,E05010425
E01012359,E05010425
E01012360,E05010426
E01012361,E05010420
E01012362,E05010427
E01012363,E05010427
E01012364,E05010427
E01012365,E05010427
E01012366,E05010429
E01012367,E05013169
E01012368,E05013169
E01012369,E05013169
E01012370,E05013169
E01012371,E05013171
E01012372,E05013171
E01012373,E05013171
E01012374,E05013172
E01012375,E05013172
E01012376,E05013172
E01012377,E05013170
E01012378,E05013182
E01012379,E05013182
E01012380,E05013170
E01012381,E05013179
E01012382,E05013179
E01012383,E05013179
E01012384,E05013179
E01012385,E05013175
E01012386,E05013175
E01012387,E05013175
E01012388,E05013170
E01012389,E05013170
E01012390,E05013170
E01012391,E05013176
E01012392,E05013177
E01012393,E05013177
E01012394,E05013177
E01012395,E05013177
E01012396,E05013178
E01012397,E05013178
E01012398,E05013178
E01012399,E05013178
E01012400,E05013178
E01012401,E05013176
E01012402,E05013173
E01012403,E05013173
E01012404,E05013173
E01012405,E05013173
E01012406,E05013180
E01012407,E05013180
E01012408,E05013180
E01012409,E05013180
E01012410,E05013181
E01012411,E05013181
E01012412,E05013181
E01012413,E05013181
E01012414,E05013181
E01012415,E05013171
E01012416,E05013184
E01012417,E05013184
E01012418,E05013171
E01012419,E05013183
E01012420,E05013183
E01012421,E05013183
E01012422,E05013183
E01012423,E05013183
E01012424,E05013174
E01012425,E05013174
E01012426,E05013182
E01012427,E05013182
E01012429,E05013184
E01012430,E05013184
E01012431,E05013184
E01012432,E05013185
E01012433,E05013186
E01012434,E05013185
E01012435,E05013185
E01012436,E05013186
E01012437,E05013180
E01012438,E05013186
E01012439,E05013186
E01012440,E05013186
E01012441,E05013174
E01012442,E05013176
E01012443,E05013174
E01012444,E05013185
E01012445,E05013185
E01012446,E05011024
E01012447,E05011024
E01012448,E05011031
E01012449,E05011024
E01012450,E05011024
E01012451,E05011024
E01012452,E05011024
E01012453,E05011025
E01012454,E05011025
E01012455,E05011025
E01012457,E05011025
E01012458,E05011033
E01012459,E05011026
E01012460,E05011026
E01012461,E05011026
E01012462,E05011026
E01012463,E05011026
E01012464,E05011026
E01012465,E05011026
E01012466,E05011026
E01012467,E05011027
E01012468,E05011027
E01012469,E05011027
E01012470,E05011027
E01012471,E05011029
E01012472,E05011029
E01012473,E05011029
E01012474,E05011029
E01012475,E05011029
E01012476,E05011029
E01012477,E05011029
E01012478,E05011030
E01012479,E05011030
E01012480,E05011030
E01012481,E05011030
E01012482,E05011030
E01012483,E05011030
E01012485,E05011036
E01012486,E05011036
E01012487,E05011031
E01012488,E05011036
E01012489,E05011031
E01012490,E05011036
E01012491,E05011032
E01012492,E05011032
E01012493,E05011032
E01012494,E05011032
E01012495,E05011033
E01012496,E05011039
E01012497,E05011033
E01012498,E05011033
E01012499,E05011033
E01012500,E05011032
E01012501,E05011033
E01012502,E05011024
E01012503,E05011024
E01012505,E05011035
E01012506,E05011034
E01012507,E05011034
E01012508,E05011034
E01012509,E05011025
E01012510,E05011035
E01012511,E05011035
E01012512,E05011035
E01012513,E05011037
E01012514,E05011037
E01012515,E05011037
E01012516,E05011036
E01012517,E05011036
E01012518,E05011037
E01012519,E05011036
E01012520,E05011038
E01012521,E05011038
E01012522,E05011038
E01012523,E05011038
E01012524,E05011038
E01012525,E05011038
E01012526,E05011038
E01012527,E05011039
E01012528,E05011039
E01012529,E05011039
E01012530,
E01012531,E05011039
E01012532,E05011039
E01012533,E05011040
E01012534,E05011040
E01012535,E05011040
E01012536,E05011040
E01012537,E05011040
E01012538,E05011041
E01012539,E05011040
E01012540,E05011041
E01012541,E05011041
E01012542,E05011041
E01012543,E05011041
E01012544,E05011041
E01012545,E05011041
E01012546,E05011040
E01012547,E05011042
E01012548,E05011041
E01012549,E05011042
E01012550,E05011042
E01012551,E05011043
E01012552,E05011043
E01012553,E05011043
E01012554,E05011043
E01012555,E05011043
E01012556,E05011043
E01012557,E05011044
E01012558,E05011044
E01012559,E05011031
E01012560,E05011044
E01012561,E05011045
E01012562,E05011027
E01012563,E05011045
E01012564,E05011045
E01012566,E05011028
E01012569,E05011028
E01012570,E05011028
E01012571,E05011508
E01012572,E05011511
E01012573,E05011508
E01012574,E05011509
E01012575,E05011508
E01012576,E05011508
E01012577,E05011521
E01012578,E05011509
E01012579,E05011509
E01012580,E05011509
E01012581,E05011510
E01012582,E05011510
E01012583,E05011510
E01012584,E05011510
E01012585,E05011523
E01012586,E05011523
E01012587,E05011522
E01012588,E05011510
E01012589,E05011514
E01012590,E05011514
E01012591,E05011516
E01012592,E05011524
E01012593,E05011512
E01012594,E05011517
E01012595,E05011517
E01012596,E05011517
E01012597,E05011512
E01012598,E05011512
E01012599,E05011512
E01012600,E05011513
E01012601,E05011513
E01012602,E05011512
E01012603,E05011512
E01012604,E05011513
E01012605,E05011518
E01012606,E05011518
E01012607,E05011518
E01012608,E05011521
E01012609,E05011519
E01012610,E05011519
E01012611,E05011519
E01012612,E05011519
E01012613,E05011519
E01012614,E05011515
E01012615,E05011515
E01012616,E05011515
E01012617,E05011515
E01012618,E05011519
E01012619,E05011520
E01012620,E05011517
E01012621,E05011520
E01012622,E05011511
E01012623,E05011520
E01012624,E05011520
E01012625,E05011520
E01012628,E05011524
E01012629,E05011511
E01012630,E05011508
E01012631,E05011511
E01012632,E05011513
E01012633,E05011521
E01012634,E05011521
E01012635,E05011521
E01012636,E05011521
E01012637,E05011513
E01012638,E05011513
E01012639,E05011518
E01012640,E05011518
E01012641,E05011508
E01012642,E05011522
E01012643,E05011511
E01012644,E05011522
E01012645,E05011522
E01012646,E05011514
E01012647,E05011514
E01012648,E05011514
E01012649,E05011514
E01012650,E05011514
E01012651,E05011516
E01012652,E05011516
E01012653,E05011516
E01012654,E05011515
E01012655,E05011511
E01012656,E05011523
E01012657,E05011523
E01012658,E05011523
E01012659,E05011515
E01012660,E05011524
E01012661,E05011515
E01012662,E05015186
E01012663,E05015186
E01012664,E05015186
E01012665,E05015186
E01012666,E05015187
E01012667,E05015187
E01012668,E05015205
E01012669,E05015205
E01012670,E05015188
E01012671,E05015188
E01012672,E05015188
E01012673,E05015188
E01012674,E05015188
E01012675,E05015189
E01012676,E05015189
E01012677,E05015189
E01012678,E05015189
E01012679,E05015189
E01012680,E05015190
E01012681,E05015190
E01012682,E05015190
E01012683,E05015190
E01012684,E05015190
E01012685,E05015191
E01012686,E05015191
E01012687,E05015191
E01012688,E05015191
E01012689,E05015191
E01012690,E05015192
E01012691,E05015192
E01012692,E05015192
E01012693,E05015192
E01012694,E05015193
E01012695,E05015204
E01012696,E05015193
E01012697,E05015193
E01012698,E05015193
E01012699,E05015194
E01012700,E05015200
E01012701,E05015194
E01012702,E05015194
E01012703,E05015195
E01012704,E05015195
E01012705,E05015195
E01012706,E05015195
E01012707,E05015196
E01012708,E05015196
E01012709,E05015196
E01012710,E05015196
E01012711,E05015196
E01012712,E05015197
E01012713,E05015197
E01012714,E05015197
E01012715,E05015197
E01012716,E05015198
E01012717,E05015198
E01012718,E05015198
E01012719,E05015198
E01012720,E05015199
E01012721,E05015199
E01012722,E05015196
E01012723,E05015199
E01012724,E05015199
E01012725,E05015200
E01012726,E05015200
E01012727,E05015200
E01012728,E05015200
E01012729,E05015201
E01012730,E05015201
E01012731,E05015201
E01012732,E05015201
E01012733,E05015202
E01012734,E05015202
E01012735,E05015202
E01012736,E05015202
E01012737,E05015202
E01012738,E05015203
E01012739,E05015203
E01012740,E05015203
E01012741,E05015203
E01012742,E05015203
E01012743,E05015204
E01012744,E05015204
E01012745,E05015204
E01012746,E05015204
E01012747,E05015205
E01012748,E05015205
E01012749,E05015205
E01012750,E05015205
E01012751,E05015206
E01012752,E05015206
E01012753,E05015206
E01012754,E05015206
E01012755,E05015206
E01012756,E05011525
E01012757,E05011525
E01012758,E05011525
E01012759,E05011525
E01012760,E05011525
E01012761,E05011525
E01012762,E05011525
E01012763,E05011525
E01012764,E05011526
E01012765,E05011526
E01012766,E05011526
E01012767,E05011526
E01012768,E05011539
E01012769,E05011526
E01012770,E05011527
E01012771,E05011527
E01012772,E05011527
E01012773,E05011527
E01012774,E05011527
E01012775,E05011527
E01012776,E05011527
E01012777,E05011527
E01012778,E05011538
E01012779,E05011538
E01012780,E05011538
E01012781,E05011538
E01012782,E05011538
E01012783,E05011538
E01012784,E05011538
E01012785,E05011545
E01012786,E05011545
E01012787,E05011545
E01012788,E05011545
E01012789,E05011545
E01012790,E05011538
E01012791,E05011528
E01012792,E05011528
E01012793,E05011528
E01012794,E05011528
E01012795,E05011528
E01012796,E05011530
E01012797,E05011530
E01012798,E05011530
E01012799,E05011530
E01012800,E05011530
E01012801,E05011530
E01012802,E05011530
E01012803,E05011530
E01012804,E05011532
E01012805,E05011531
E01012806,E05011531
E01012807,E05011531
E01012808,E05011531
E01012809,E05011531
E01012810,E05011531
E01012811,E05011531
E01012812,E05011532
E01012813,E05011532
E01012814,E05011532
E01012815,E05011532
E01012816,E05011532
E01012817,E05011532
E01012818,E05011532
E01012819,E05011532
E01012820,E05011532
E01012821,E05011543
E01012822,E05011533
E01012824,E05011533
E01012825,E05011535
E01012827,E05011533
E01012828,E05011543
E01012829,E05011534
E01012830,E05011545
E01012832,E05011538
E01012833,E05011535
E01012834,E05011535
E01012835,E05011535
E01012836,E05011535
E01012837,E05011535
E01012838,E05011535
E01012839,E05011535
E01012840,E05011535
E01012841,E05011536
E01012842,E05011536
E01012843,E05011536
E01012844,E05011536
E01012845,E05011536
E01012846,E05011536
E01012847,E05011536
E01012848,E05011536
E01012849,E05011536
E01012850,E05011529
E01012852,E05011529
E01012854,E05011541
E01012855,E05011541
E01012856,E05011529
E01012857,E05011525
E01012858,E05011537
E01012859,E05011537
E01012860,E05011537
E01012862,E05011537
E01012863,E05011537
E01012864,E05011537
E01012865,E05011537
E01012866,E05011526
E01012867,E05011529
E01012868,E05011526
E01012869,E05011526
E01012870,E05011526
E01012871,E05011526
E01012872,E05011526
E01012873,E05011544
E01012874,E05011539
E01012875,E05011539
E01012876,E05011539
E01012877,E05011539
E01012878,E05011539
E01012879,E05011539
E01012880,E05011539
E01012881,E05011539
E01012882,E05011540
E01012883,E05011540
E01012884,E05011540
E01012886,E05011537
E01012887,E05011540
E01012888,E05011537
E01012889,E05011541
E01012891,E05011541
E01012892,E05011541
E01012893,E05011541
E01012894,E05011542
E01012896,E05011542
E01012898,E05011542
E01012899,E05011542
E01012900,E05011542
E01012901,E05011542
E01012902,E05011542
E01012903,E05011542
E01012904,E05011543
E01012905,E05011543
E01012906,E05011543
E01012907,E05011543
E01012908,E05011543
E01012909,E05011543
E01012910,E05011545
E01012911,E05011543
E01012912,E05011545
E01012913,E05011544
E01012914,E05011544
E01012915,E05011539
E01012916,E05011544
E01012917,E05011544
E01012918,E05011544
E01012919,E05001687
E01012921,E05001687
E01012922,E05001687
E01012923,E05001687
E01012924,E05001687
E01012925,E05001687
E01012926,E05001687
E01012927,E05001687
E01012928,E05001688
E01012929,E05001688
E01012930,E05001688
E01012931,E05001688
E01012932,E05001688
E01012933,E05001688
E01012934,E05001688
E01012935,E05001689
E01012936,E05001689
E01012937,E05001689
E01012939,E05001689
E01012940,E05001689
E01012941,E05001689
E01012942,E05001689
E01012943,E05001690
E01012944,E05001690
E01012945,E05001690
E01012946,E05001690
E01012947,E05001690
E01012948,E05001690
E01012949,E05001690
E01012950,E05001690
E01012951,E05001690
E01012952,E05001690
E01012953,E05001691
E01012954,E05001691
E01012955,E05001691
E01012956,E05001691
E01012957,E05001691
E01012958,E05001691
E01012959,E05001692
E01012960,E05001692
E01012961,E05001692
E01012962,E05001692
E01012963,E05001692
E01012964,E05001692
E01012966,E05001693
E01012967,E05001693
E01012968,E05001693
E01012969,E05001693
E01012970,E05001693
E01012972,E05001693
E01012974,E05001693
E01012975,E05001694
E01012976,E05001694
E01012978,E05001694
E01012979,E05001694
E01012980,E05001694
E01012981,E05001694
E01012982,E05001694
E01012983,E05001694
E01012984,E05001695
E01012985,E05001695
E01012986,E05001695
E01012987,E05001695
E01012988,E05001695
E01012989,E05001695
E01012990,E05001695
E01012991,E05001695
E01012992,E05001695
E01012993,E05001696
E01012994,E05001696
E01012995,E05001696
E01012996,E05001696
E01012997,E05001696
E01012998,E05001696
E01012999,E05001697
E01013000,E05001697
E01013001,E05001697
E01013002,E05001697
E01013003,E05001697
E01013004,E05001697
E01013005,E05001698
E01013006,E05001698
E01013007,E05001698
E01013008,E05001698
